V1	3	5.104964414562823	150.3	0	151.30000000001556	178.76309983001556	206.22619966000002	3	1	5	100001
V2	3	5.104964414562823	73	0	73.99999999997681	96.29643316997681	118.59286634	1	3	5	100001
V3	3	5.104964414562823	73	0	78.74999999999169	82.03109082399169	87.702181648	9	2	5	100001
V4	3	5.104964414562823	73	0	78.74999999999169	82.03109082399169	87.702181648	10	2	5	100001
V5	3	5.104964414562823	73	0	73.9999999999871	98.0742109399871	122.14842188	2	2	5	100001
V6	2	0.8953030009114055	33.4	0	122.60218164801331	125.56415598001331	129.396130312	9	2	5	100002
V7	2	0.8953030009114055	45.6	0	134.80218164796676	137.76415597996674	141.596130312	10	1	5	100002
V8	2	0.8953030009114055	45.6	0	128.29184722997024	146.49762089997023	164.70339457	4	1	5	100002
V9	2	0.8953030009114055	33.4	0	34.399999999965004	64.486073559965	82.69184723000001	4	2	5	100002
V10	2	0.8953030009114055	33.4	0	164.29613031199855	168.88419381499855	174.972257318	9	2	5	100002
V11	2	0.8953030009114055	33.4	0	155.5484218799924	180.45596615999239	200.93951760000002	2	2	5	100002
V12	2	0.8953030009114055	33.4	0	176.49613031196168	179.4369525279617	183.87777474400002	10	2	5	100002
V13	2	0.8953030009114055	45.6	0	222.0722573180402	227.7655237170402	234.95879011600002	9	1	5	100002
V14	2	0.8953030009114055	33.4	0	151.9928663399938	173.67818839999381	188.60618429000002	1	3	5	100002
V15	2	0.8953030009114055	33.4	0	218.77777474401393	221.90097266301393	226.524170582	10	2	5	100002
V16	2	0.8953030009114055	33.4	0	269.858790116026	272.981988035026	277.60518595400004	9	2	5	100002
V17	2	0.8953030009114055	33.4	0	222.00618429004032	240.2119579600403	258.41773162917025	1	2	5	100002
V18	2	0.8953030009114055	33.4	0	198.10339457000754	218.58694601000752	239.07049745067482	4	2	5	100002
V19	2	0.8953030009114055	33.4	0	261.4241705820036	265.11549216200365	270.30681374200003	10	2	5	100002
V20	2	0.8953030009114055	33.4	0	234.339456583694	249.267452473694	264.1954788728515	2	2	5	100002
V21	2	0.8953030009114055	45.6	0	284.670497439984	302.320715549984	319.97093366002576	4	1	5	100002
V22	2	0.8953030009114055	45.6	0	317.40681374199653	323.6057645819965	331.30471542199996	10	1	5	100002
V23	2	0.8953030009114055	33.4	0	312.505185953979	315.88534597097896	320.765505988	9	2	5	100002
V24	2	0.8953030009114055	33.4	0	239.62619965997683	266.08929948997684	288.12840649000003	3	2	5	100002
V25	2	0.8953030009114055	33.4	0	291.8177316378426	310.6901719678426	329.5626122978194	1	2	5	100002
V26	2	0.8953030009114055	45.6	0	344.8487114420464	362.8878184420464	345.873723381	2	1	5	100002
V27	2	0.8953030009114055	33.4	0	355.6655059880296	361.3587723870296	369.19203878599996	9	2	5	100001
V28	2	0.8953030009114055	33.4	0	200304.03450539606	200307.56559622005	375.40689706999996	10	2	5	100001
V29	2	0.8953030009114055	33.4	0	353.3709336600667	365.0767073300667	373.83582971902575	4	2	5	100001
