#CONJUNTOS

set N:= 3010	3020	4030	4040	4050	4060	4070	4080	4090	4100	4110	5010	5020	5030	5040	9010	9030	9050	9060	9070	9080	9090	9120	9130	9140	9150	9200	9220	9260	9270	9280	9290	9300	9310	9320	9330	9350	9360	9370	9380	9390	9400	9410	9420	9430	9440	10020	10030	10040	10050	10060	10090	10100	10110	10120	10130	10140	10150	10160	10170	10180	10190	10200	10210	10220	10230	10240	10270	10280	10300	11010	11020	11030	11050	11060	11070	11080	11090	11100	11110	11120	11130	11140	11150	11160	11170	11180	11190	11200	11220	11230	12010	12030	12040	12050	12060	12070	12080	12090	12100	12110	12120	12130	12140	12150	12160	13010	13030	13040	13050	13060	13070	13080	13090	13100	13110	13120	13130	13140	13150	14010	14020	14030	14040	14050	15010	16020	16030	16040	16050	16060	16070	16080	16090	16100	16110	16120	16130	16140	16150	16160	18020	18030	18040	18050	18060	18070	18080	18100	18110	18120	19010	19020	19030	19040	19050	19060	19070	19080	19090	19100	19110	19120	20010	20020	20030	20040	20050	20060	20070	20080	20090	20100	20110	20120	20130	20140	20150	20160	20180	20190	20200	20220	20230	20240	20250	20260	20270	20280	21010	21020	21040	21050	21060	21070	21080	21090	21100	21110	21120	22010	22020	22030	22040	22050	22060	22070	22080	22090	22100	22110	22120	22130	23010	23020	23030	23050	23060	23070	23080	24030	24040	24050	24060	24070	24080	24090	24100	25010	25020	25030	25040	26010	26020	28010	28020	28030	28040	28050	28060	28070	28080	28090	28100	28110	28120	28130	29020	29030	29050	29070	29080	29090	29100	29110	30010	30020	30030	31010	31020	32010	32020	33010	33020	33030	33040	33050	33060	33070	33080	33090	33100	33110	33120	34010	35010	35020	35030	35040	35050	36010	36020	36030	37010	37020	37030	37040	37050	37060	37070	37080	37090	38010	38020	38030	38040	38050	38060	38070	38080	38090	39010	39020	39030	39040	39050	39060	39070	40010	40020	40030	40040	40050	41010	41020	41030	41040	41050	41060	41070	42010	42020	42030	42040	42060	43010	43020	43030	43040	44010	44020	44030	44040	45010	45020	45030	45040	45050	45060	47010	47020	49030	50010	59041	59043	59044	59045	59046	59047	59050	59051	59052	59053	59054	59055	59057	59060	59061	59063	59064	59065	59066	59067	59068	59069	59070	59071	59072	59073	59074	59075	59076	59078	59079	59088	9240	9340	5070	5060	17020	41090	18130	11040	29060	42050	11210	24010	29010	38100	9100	4120	4130	9180	9170	13020	59056	26030	59062	9160	9190	9210	21030	5050	18010	9040	9110	3030	1030	3040	1040	1010	1020	4010	4140	4160	4150	4200	4190	4210	4170	4020	4180	59042	59048	59049	59059	10260	10290	11240	20170	9250	10010	10080	10250	59058	12020	12170	15030	16170	10070	4220	29130	29140	29040	16010	24020	24110	29120	59077	23040	20210	4230	4240	15020	17010	26060	26040	26050	35060	41100	42070	47030	9020	18090 100001 100002 100003 200001 200002 200003 300001
;


set Victimas := V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64
 ;

set Victimas2 := V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64
;

set M := 1	2	3	4	9 10;


set E:=		1	2	;

set H:=	100001 100002 100003 200001 200002 200003 300001;

set Hf:= 200001 200002 200003;

set G:=	1	2	3	;

#%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%% PARÁMETROS ASOCIADOS A VÍCTIMAS %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

param Q :=	
1	1
2	3
;


param O :=	
1	100001
2	100001
3	100001
4	100003
5	100002
6	100005
7	100004
8	100001
9	300001
10	300001
11	300001

;


param K				
:       1    2    3     :=
100001	23	30	20
100002	24	21	0
100003	24	21	0
100004	16	19	0
100005	24	21	0
100006	25	22	0
200001	26	28	21
200002	26	28	21
200003	26	28	21
300001	0	0	0
;				
	
param TT:=5;

param TD:=
1  1
2  1
3  1
4  1
5  1
6  1
7  1
8  1
9  5
10 5
11 5
;

param EDAD:=
V2	3
V14	3
V32	3
V33	3
V55	3
V113	3
V156	3
V211	3
V150	1
V151	1
V154	1
V158	1
V163	1
V173	1
V178	1
V1	1
V7	1
V8	1
V13	1
V21	1
V22	1
V26	1
V36	1
V42	1
V43	1
V47	1
V54	1
V62	1
V68	1
V71	1
V78	1
V79	1
V89	1
V94	1
V96	1
V99	1
V112	1
V116	1
V122	1
V128	1
V129	1
V133	1
V134	1
V136	1
V139	1
V140	1
V141	1
V144	1
V146	1
V148	1
V185	1
V190	1
V191	1
V197	1
V201	1
V3	2
V4	2
V5	2
V6	2
V9	2
V10	2
V11	2
V12	2
V15	2
V16	2
V17	2
V18	2
V19	2
V20	2
V23	2
V24	2
V25	2
V27	2
V28	2
V29	2
V30	2
V31	2
V34	2
V35	2
V37	2
V38	2
V39	2
V40	2
V41	2
V44	2
V45	2
V46	2
V48	2
V49	2
V50	2
V51	2
V52	2
V53	2
V56	2
V57	2
V58	2
V59	2
V60	2
V61	2
V63	2
V64	2
V65	2
V66	2
V67	2
V69	2
V70	2
V72	2
V73	2
V74	2
V75	2
V76	2
V77	2
V80	2
V81	2
V82	2
V83	2
V84	2
V85	2
V86	2
V87	2
V88	2
V90	2
V91	2
V92	2
V93	2
V95	2
V97	2
V98	2
V100	2
V101	2
V102	2
V103	2
V104	2
V105	2
V106	2
V107	2
V108	2
V109	2
V110	2
V111	2
V114	2
V115	2
V117	2
V118	2
V119	2
V120	2
V121	2
V123	2
V124	2
V125	2
V126	2
V127	2
V130	2
V131	2
V132	2
V135	2
V137	2
V138	2
V142	2
V143	2
V145	2
V147	2
V149	2
V152	2
V153	2
V155	2
V157	2
V159	2
V160	2
V161	2
V162	2
V164	2
V165	2
V166	2
V167	2
V168	2
V169	2
V170	2
V171	2
V172	2
V174	2
V175	2
V176	2
V177	2
V179	2
V180	2
V181	2
V182	2
V183	2
V184	2
V186	2
V187	2
V188	2
V189	2
V192	2
V193	2
V194	2
V195	2
V196	2
V198	2
V199	2
V200	2
V202	2
V203	2
V204	2
V205	2
V206	2
V207	2
V208	2
V209	2
V210	2
V212	2
V213	2
V214	2
;

param TP:=
V1	93.3
V2	65
V3	62
V4	67
V5	69
V6	32.8
V7	45
V8	39
V9	25.8
V10	30.8
V11	28.8
V12	33.8
V13	40
V14	28.8
V15	27.8
V16	27.8
V17	31.8
V18	27.8
V19	29.8
V20	26.8
V21	46
V22	41
V23	30.8
V24	33.8
V25	29.8
V26	42
V27	30.8
V28	30.8
V29	25.8
V30	29.8
V31	31.8
V32	28.8
V33	8.3
V34	19.3
V35	13.3
V36	10.3
V37	13.3
V38	15.3
V39	18.3
V40	10.3
V41	15.3
V42	18.3
V43	10.3
V44	20.3
V45	16.3
V46	17.3
V47	8.3
V48	8.3
V49	19.3
V50	17.3
V51	15.3
V52	20.3
V53	16.3
V54	15.3
V55	10.3
V56	11.3
V57	16.3
V58	15.3
V59	14.3
V60	17.3
V61	11.3
V62	14.3
V63	10.3
V64	10.3
V65	64
V66	60
V67	25.8
V68	45
V69	27.8
V70	25.8
V71	43
V72	29.8
V73	31.8
V74	32.8
V75	26.8
V76	33.8
V77	29.8
V78	42
V79	40
V80	32.8
V81	25.8
V82	32.8
V83	31.8
V84	27.8
V85	32.8
V86	28.8
V87	29.8
V88	26.8
V89	15.3
V90	13.3
V91	9.3
V92	18.3
V93	16.3
V94	18.3
V95	20.3
V96	9.3
V97	16.3
V98	17.3
V99	17.3
V100	17.3
V101	8.3
